Organization Name,Organization Name URL,Headquarters Location,Description,Industries,CB Rank (Company),Exit Date,Exit Date Precision,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Founded Date,Founded Date Precision,Operating Status
Descript,https://www.crunchbase.com/organization/descript,"San Francisco, California, United States",Descript is a collaborative audio and video editor that transcribes audio to a text document for editing.,"Audio, Consumer Software, Music, Video Editing","27,367",,,4,Late Stage Venture,2022-10-27,50000000,USD,50000000,Series C,50000000,USD,50000000,100000000,USD,100000000,Series C,100000000,USD,100000000,"OpenAI, Andreessen Horowitz, Daniel Gross, Spark Capital, Lenny Rachitsky",2017-01-01,year,Active
AMP,https://www.crunchbase.com/organization/amp-robotics,"Louisville, Colorado, United States",AMP is applying AI-powered sortation at scale to modernize the world's recycling infrastructure and maximize the value in waste.,"Artificial Intelligence (AI), Machine Learning, Recycling, Robotics, Waste Management","27,843",,,9,Late Stage Venture,2023-05-09,8000000,USD,8000000,Series C,8000000,USD,8000000,173465813,USD,173465813,Series C,175067503,USD,175067503,"Sequoia Capital, Sidewalk Infrastructure Partners, Congruent Ventures, Google Ventures, Wellington Management",2015-01-01,day,Active
Ather Energy,https://www.crunchbase.com/organization/ather-energy,"Bangalore, Karnataka, India",Ather Energy operates as a manufacturer of electric scooters.,"Automotive, Clean Energy, Electric Vehicle, Industrial Manufacturing, Manufacturing, Transportation","28,035",,,10,,2023-09-04,9000000000,INR,108780445,Venture - Series Unknown,9000000000,INR,108780445,444315950,USD,444315950,Venture - Series Unknown,450452361,USD,450452361,"InnoVen Capital, Tiger Global Management, HeroMotoCorp, GIC, Binny Bansal",2013-01-01,year,Active
AtoB,https://www.crunchbase.com/organization/atob,"San Francisco, California, United States",AtoB is a technology company building payments infrastructure for the transportation industry.,"FinTech, Payments, Sustainability, Transportation","28,046",,,4,Early Stage Venture,2022-08-16,80000000,USD,80000000,Debt Financing,75000000,USD,75000000,102000000,USD,102000000,Series B,182000000,USD,182000000,"Y Combinator, General Catalyst, Altman Capital, Bloomberg Beta, Contrary",2019-09-01,month,Active
FINN,https://www.crunchbase.com/organization/finn-b149,"Munich, Bayern, Germany",FINN provides mobility solution by offering monthly car subscriptions through their online platform.,"Automotive, Car Sharing, Leasing, Subscription Service","28,208",,,9,,2024-04-08,1000000,EUR,1085869,Venture - Series Unknown,1000000,EUR,1085869,254891842,USD,254891842,Venture - Series Unknown,1046304594,USD,1046304594,"Heliad Equity Partners, White Star Capital, Heartcore Capital, Korelya Capital, Waterfall Asset Management",2019-05-15,day,Active
TNG FinTech Group,https://www.crunchbase.com/organization/tng-fintech-group,"North Point, Hong Kong Island, Hong Kong",TNG Fintech Group is an investment holding company focused on impact investment in companies that provides financial and digital inclusion.,"Banking, Financial Services, FinTech, Impact Investing, Mobile Payments, Payments, Social Impact, Wealth Management","28,222",,,4,Late Stage Venture,2018-09-14,60000000,USD,60000000,Series C,60000000,USD,60000000,200250000,USD,200250000,Series C,200250000,USD,200250000,"Nogle, NWS Holdings, NewMargin Ventures, Regal Planet Holdings Limited, Nogle Ventures Limited",2014-03-25,day,Active
Photoroom,https://www.crunchbase.com/organization/photoroom,"Paris, Ile-de-France, France",Photoroom is an AI-enabled image capturing app that lets users create studio-quality product pictures in seconds.,"Artificial Intelligence (AI), Machine Learning, Mobile Apps, Photo Editing, Photography","28,259",,,5,Early Stage Venture,2024-02-27,43000000,USD,43000000,Series B,43000000,USD,43000000,62125000,USD,62125000,Series B,62125000,USD,62125000,"Meta, Y Combinator, Hugging Face, Aglaé Ventures, FJ Labs",2019-01-01,day,Active
CleverTap,https://www.crunchbase.com/organization/wizrocket-technologies,"Mountain View, California, United States","CleverTap helps digital brands increase user retention and lifetime value with the help of data, personalization, deep-tech, and automation.","Analytics, Marketing Automation, Mobile, Real Time, SaaS","28,269",,,6,Late Stage Venture,2022-08-09,105000000,USD,105000000,Series D,105000000,USD,105000000,181600000,USD,181600000,Series D,181600000,USD,181600000,"Accel, Tiger Global Management, Peak XV Partners, Recruit Holdings, 360 ONE Asset",2013-05-24,day,Active
Cover Genius,https://www.crunchbase.com/organization/cover-genius,"Sydney, New South Wales, Australia",Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies.,"Financial Services, FinTech, Insurance, InsurTech","28,377",,,6,Late Stage Venture,2022-11-01,70000000,USD,70000000,Series D,70000000,USD,70000000,165088208,USD,165088208,Series D,165088208,USD,165088208,"Dawn Capital, G Squared, AfterWork Ventures, Belfer Management LLC, King River Capital",2014-05-01,month,Active
The Browser Company,https://www.crunchbase.com/organization/the-browser-company,"New York, New York, United States",Building Arc — a better way to use the internet.,"Information Technology, Internet, Software, Web Browsers","29,263",,,4,Early Stage Venture,2024-03-21,50000000,USD,50000000,Series B,50000000,USD,50000000,68000000,USD,68000000,Series B,68000000,USD,68000000,"Pace Capital, Scott Belsky, Reid Hoffman, Next Play Ventures, BoxGroup",2019-01-01,year,Active
DeHaat,https://www.crunchbase.com/organization/dehaat,"Patna City, Bihar, India",DeHaat is an AgriTech startup that offers technology solutions to improve supply chain and production efficiency in farming.,"Agriculture, AgTech, Farming, Productivity Tools","29,299",,,7,Late Stage Venture,2022-10-21,60000000,USD,60000000,Series E,60000000,USD,60000000,221446284,USD,221446284,Series E,224286284,USD,224286284,"AgFunder, Omnivore, FMO, Lightrock, Sofina",2012-02-06,day,Active
Alto Pharmacy,https://www.crunchbase.com/organization/scriptdash,"San Francisco, California, United States",Alto is a digital pharmacy that makes the prescription experience easier.,"Consumer, Health Care, Medical, Pharmaceutical, Software","29,568",,,9,Late Stage Venture,2023-09-25,120000000,USD,120000000,Series F,120000000,USD,120000000,643600000,USD,643600000,Series F,680030000,USD,680030000,"Y Combinator, Bantam Group, Soma Capital, Hack VC, Meritech Capital Partners",2015-06-01,month,Active
Curve,https://www.crunchbase.com/organization/curve,"London, England, United Kingdom",Curve is a banking platform that consolidates cards and accounts into one smart card and app.,"Apps, Banking, Financial Services, FinTech, Payments","29,921",,,10,Late Stage Venture,2023-09-21,58000000,GBP,71298793,Series C,58000000,GBP,71298793,253827446,USD,253827446,Series C,1253827446,USD,1253827446,"OneMain Financial, Seedcamp, Cercano Management, Santander, Cathay Innovation",2015-04-02,day,Active
Insilico Medicine,https://www.crunchbase.com/organization/insilico-medicine,"Hong Kong, Hong Kong Island, Hong Kong",Insilico Medicine develops an AI platform for drug development to treat cancer and age-related diseases.,"Artificial Intelligence (AI), Biotechnology, Health Care, Pharmaceutical","30,240",,,11,Late Stage Venture,2022-08-10,35000000,USD,35000000,Series D,35000000,USD,35000000,400100000,USD,400100000,Series D,401300000,USD,401300000,"Deerfield, WuXi AppTec, Juvenescence, Fosun Pharma, Warburg Pincus",2014-01-01,month,Active
TIFIN,https://www.crunchbase.com/organization/the-tifin-group,"Boulder, Colorado, United States",TIFIN is a financial platform that utilizes AI to provide personalized experience.,"Artificial Intelligence (AI), Financial Services, FinTech","30,658",,,7,,2024-02-21,10000000,USD,10000000,Venture - Series Unknown,10000000,USD,10000000,215675000,USD,215675000,Venture - Series Unknown,223325000,USD,223325000,"Hamilton Lane, Franklin Templeton, Broadridge, Morningstar, Motive Partners",2018-01-01,year,Active
Tailscale,https://www.crunchbase.com/organization/tailscale,"Toronto, Ontario, Canada",Tailscale is a software company that provides zero-configuration virtual private networks (VPNs) for secure connectivity.,"Cyber Security, Information Technology, Infrastructure, Network Security","30,834",,,3,Early Stage Venture,2022-05-04,128000000,CAD,100480658,Series B,128000000,CAD,100480658,115480659,USD,115480659,Series B,115480659,USD,115480659,"Inovia Capital, Accel, Insight Partners, Heavybit, Uncork Capital",2019-01-01,year,Active
OpenStore,https://www.crunchbase.com/organization/openstore,"Miami, Florida, United States","OpenStore connects merchants and customers into a single unified shopping experience through access to data, information, and capital.","Business Development, E-Commerce, Internet","30,957",,,5,,2022-09-22,32000000,USD,32000000,Venture - Series Unknown,32000000,USD,32000000,137000000,USD,137000000,Venture - Series Unknown,137000000,USD,137000000,"General Catalyst, Khosla Ventures, Founders Fund, Lux Capital, Atomic",2021-01-01,year,Active
Moove,https://www.crunchbase.com/organization/moove-io,"Lagos, Lagos, Nigeria",Moove is a technologically integrated vehicle financing platform for mobility entrepreneurs.,"Automotive, Financial Services, FinTech","31,061",,,16,Early Stage Venture,2024-03-19,100000000,USD,100000000,Series B,100000000,USD,100000000,259200000,USD,259200000,Series B,444008434,USD,444008434,"Triatlum Advisors, Uber, Franklin Templeton, BlackRock, Left Lane Capital",2020-01-01,year,Active
Sendoso,https://www.crunchbase.com/organization/sendoso,"San Francisco, California, United States","Sendoso helps companies connect and drive revenue with personalized gifts, eGifts, virtual experiences, and more.","B2B, Direct Sales, Marketing Automation, SaaS, Sales Automation","31,471",,,5,Late Stage Venture,2021-09-14,100000000,USD,100000000,Series C,100000000,USD,100000000,152700000,USD,152700000,Series C,152700000,USD,152700000,"Hack VC, Oak HC/FT, FJ Labs, Storm Ventures, Stage 2 Capital",2016-11-01,day,Active
Netradyne,https://www.crunchbase.com/organization/netradyne,"San Diego, California, United States",Netradyne engages in improving fleet safety through computer vision and in-depth data analysis.,"Analytics, Artificial Intelligence (AI), Fleet Management, Location Based Services, Machine Learning","31,892",,,5,Late Stage Venture,2022-09-07,65000000,USD,65000000,Debt Financing,150000000,USD,150000000,197520546,USD,197520546,Series C,262520546,USD,262520546,"Reliance Industries, Point72 Ventures, Silicon Valley Bank, M12 - Microsoft's Venture Fund, SoftBank Vision Fund",2015-01-01,year,Active
Classplus,https://www.crunchbase.com/organization/xprep,"Noida, Uttar Pradesh, India",Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,"B2B, E-Learning, EdTech, Education, Mobile Apps, SaaS","31,935",,,10,Late Stage Venture,2022-03-29,70000000,USD,70000000,Series D,70000000,USD,70000000,129511201,USD,129511201,Series D,129511201,USD,129511201,"Blume Ventures, Lightspeed Venture Partners, Alpha Wave Global, Omidyar Network, Alpha Wave Ventures",2018-01-28,day,Active
Hootsuite,https://www.crunchbase.com/organization/hootsuite,"Vancouver, British Columbia, Canada",Hootsuite develops a platform for managing social media programs across multiple social networks.,"Apps, Digital Marketing, Social Media Management, Social Media Marketing","31,952",,,6,Late Stage Venture,2018-03-15,50000000,USD,50000000,Debt Financing,60000000,USD,60000000,226900000,USD,226900000,Series C,299900000,USD,299900000,"Fidelity, CIBC, Silicon Valley Bank, Hearst Ventures, Accel",2008-11-28,day,Active
CareAR,https://www.crunchbase.com/organization/carear,"Austin, Texas, United States",CareAR is a provider of augmented reality tools for service management teams.,"Augmented Reality, SaaS, Software","32,031",2021-01-28,day,1,M&A,2021-09-02,10000000,USD,10000000,Corporate Round,10000000,USD,10000000,10000000,USD,10000000,Corporate Round,10000000,USD,10000000,ServiceNow,2018-12-01,day,Active
Hello Heart,https://www.crunchbase.com/organization/hello-doctor,"Menlo Park, California, United States",Hello Heart provides cardiovascular digital therapeutics to help people understand and improve their heart health using technology.,"Fitness, Health Care, Medical, mHealth, Wellness","32,278",,,7,Late Stage Venture,2022-05-02,70000000,USD,70000000,Series D,70000000,USD,70000000,138200000,USD,138200000,Series D,138200000,USD,138200000,"Meta, Google, iAngels, Khosla Ventures, Datalogix",2013-05-05,day,Active
LeafLink,https://www.crunchbase.com/organization/leaflink,"New York, New York, United States",LeafLink is a wholesale management platform that connects cannabis brands and retailers.,"B2B, Cannabis, Marketplace, SaaS, Wholesale","32,446",,,9,Late Stage Venture,2023-02-01,100000000,USD,100000000,Series D,100000000,USD,100000000,229000000,USD,229000000,Series D,479000000,USD,479000000,"Thrive Capital, Founders Fund, RIV Capital, FJ Labs, 9Yards Capital",2016-01-01,year,Active
Pontera,https://www.crunchbase.com/organization/pontera,"New York, New York, United States",Pontera is a fintech company that offers financial and investment advice services.,"Crowdsourcing, Financial Services, FinTech, Internet, Personal Finance, Software","32,521",,,8,Late Stage Venture,2023-12-07,60000000,USD,60000000,Series D,60000000,USD,60000000,159300000,USD,159300000,Series D,159300000,USD,159300000,"Collaborative Fund, Lightspeed Venture Partners, ICONIQ Growth, Horizons Ventures, Blumberg Capital",2012-01-01,year,Active
Gorgias,https://www.crunchbase.com/organization/gorgias,"San Francisco, California, United States",Gorgias is a multi-channel helpdesk integrated for online and e-commerce merchants.,"Computer, Customer Service, E-Commerce, Software","32,693",,,9,Late Stage Venture,2022-08-15,30000000,USD,30000000,Series C,30000000,USD,30000000,72501275,USD,72501275,Series C,72501275,USD,72501275,"Techstars, Kima Ventures, NUMA, Right Side Capital Management, Sapphire Ventures",2015-03-01,day,Active
Replicant,https://www.crunchbase.com/organization/replicant-inc,"San Francisco, California, United States",Replicant is a contact center automation software that helps companies automate their most common customer service requests.,"Artificial Intelligence (AI), Data Center Automation, Information Services, Information Technology, Machine Learning, Software","32,733",,,4,Early Stage Venture,2022-04-26,78000000,USD,78000000,Series B,78000000,USD,78000000,113000000,USD,113000000,Series B,113000000,USD,113000000,"Alumni Ventures, Green D Ventures, Bloomberg Beta, Costanoa Ventures, Stripes",2017-01-01,year,Active
